model,scenario,resource_score,Region
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,4.125184155963343,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.2357648808659982,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2.082691448076252,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.14054408974042,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.0773923921695876,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.4889445195239637,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2.251766156576868,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.4251083797392787,R10EUROPE
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.3347292733177845,R10EUROPE
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,3.338999286445238,R10EUROPE
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,3.860687375916136,R10EUROPE
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,3.215244919479684,R10EUROPE
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,4.070258442307601,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.022598934774967,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.022598934774967,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.022598934774967,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.0,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.0,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.022598934774967,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2.1726342008605424,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,5.102634178507973,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,4.963630180001658,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,6.299179810194617,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,4.770132349677531,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,5.663137995112992,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4.627414232267135,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,5.180107929529261,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,4.419909537518632,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,4.445996870918391,R10EUROPE
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,3.915980854602739,R10EUROPE
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,4.630763615948439,R10EUROPE
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,4.924951950359472,R10EUROPE
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,4.919704850662197,R10EUROPE
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,7.282402087259557,R10EUROPE
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,3.6430778933136403,R10EUROPE
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,4.291488285341296,R10EUROPE
WITCH 5.0,EN_INDCi2030_500f,0.0,R10EUROPE
WITCH 5.0,EN_NPi2020_400f,0.0,R10EUROPE
WITCH 5.0,EN_NPi2020_450,0.0,R10EUROPE
WITCH 5.0,EN_NPi2020_450f,0.0,R10EUROPE
WITCH 5.0,EN_NPi2020_500,0.0,R10EUROPE
WITCH 5.0,EN_NPi2020_500f,0.0,R10EUROPE
IMAGE 3.2,SSP1_SPA1_19I_D,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_D_LB,5.078939848516647,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_LI,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_RE,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,6.5169790101548575,R10REST_ASIA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA2_19I_D,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA2_19I_LI,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.0,R10REST_ASIA
IMAGE 3.2,SSP2_SPA2_19I_RE,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3.7711143601142325,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2.3947326695829916,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2.3155794386991513,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,4.575563917269843,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2.259464797988084,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,4.47887959038726,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2.177228515384022,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,3.9010035036492665,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2.339008398875679,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,4.566627609701467,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,4.466961540552758,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,4.332298989059726,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,4.202805746621494,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2.0272274455922563,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,4.227644932034424,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2.860608025335197,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2.47807102484623,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2.282586861834793,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2.2508473019768536,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.0,R10REST_ASIA
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2.4139897571940763,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.339399847468406,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1.469144796611468,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,2.1841069816372665,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,3.360264983572887,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,2.082691448076252,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.2357648808659982,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,CO_Bridge,1.141573208125662,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.3263850299801974,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,3.4775124027152198,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.2504684851209984,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.176224359932172,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,4.125184155963343,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.2357648808659982,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2.082691448076252,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.14054408974042,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.0773923921695876,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.4889445195239637,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2.251766156576868,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.4251083797392787,R10REST_ASIA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.3347292733177845,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,3.338999286445238,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,3.860687375916136,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,3.215244919479684,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,4.070258442307601,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.022598934774967,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.022598934774967,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.022598934774967,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.0,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.0,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.022598934774967,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2.1726342008605424,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,5.102634178507973,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,4.963630180001658,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,6.299179810194617,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,4.770132349677531,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,5.663137995112992,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4.627414232267135,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,5.180107929529261,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,4.419909537518632,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,4.445996870918391,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,3.915980854602739,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,4.630763615948439,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,4.924951950359472,R10REST_ASIA
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,4.919704850662197,R10REST_ASIA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,7.282402087259557,R10REST_ASIA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,3.6430778933136403,R10REST_ASIA
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,4.291488285341296,R10REST_ASIA
WITCH 5.0,EN_INDCi2030_500f,0.0,R10REST_ASIA
WITCH 5.0,EN_NPi2020_400f,0.0,R10REST_ASIA
WITCH 5.0,EN_NPi2020_450,0.0,R10REST_ASIA
WITCH 5.0,EN_NPi2020_450f,0.0,R10REST_ASIA
WITCH 5.0,EN_NPi2020_500,0.0,R10REST_ASIA
WITCH 5.0,EN_NPi2020_500f,0.0,R10REST_ASIA
IMAGE 3.2,SSP1_SPA1_19I_D,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_D_LB,5.078939848516647,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_LI,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_RE,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,6.5169790101548575,R10PAC_OECD
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA2_19I_D,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA2_19I_LI,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.0,R10PAC_OECD
IMAGE 3.2,SSP2_SPA2_19I_RE,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3.7711143601142325,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2.3947326695829916,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2.3155794386991513,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,4.575563917269843,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2.259464797988084,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,4.47887959038726,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2.177228515384022,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,3.9010035036492665,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2.339008398875679,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,4.566627609701467,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,4.466961540552758,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,4.332298989059726,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,4.202805746621494,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2.0272274455922563,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,4.227644932034424,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2.860608025335197,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2.47807102484623,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2.282586861834793,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2.2508473019768536,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.0,R10PAC_OECD
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2.4139897571940763,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.339399847468406,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1.469144796611468,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,2.1841069816372665,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,3.360264983572887,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,2.082691448076252,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.2357648808659982,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,CO_Bridge,1.141573208125662,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.3263850299801974,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,3.4775124027152198,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.2504684851209984,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.176224359932172,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,4.125184155963343,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.2357648808659982,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2.082691448076252,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.14054408974042,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.0773923921695876,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.4889445195239637,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2.251766156576868,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.4251083797392787,R10PAC_OECD
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.3347292733177845,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,3.338999286445238,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,3.860687375916136,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,3.215244919479684,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,4.070258442307601,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.022598934774967,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.022598934774967,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.022598934774967,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.0,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.0,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.022598934774967,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2.1726342008605424,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,5.102634178507973,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,4.963630180001658,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,6.299179810194617,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,4.770132349677531,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,5.663137995112992,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4.627414232267135,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,5.180107929529261,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,4.419909537518632,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,4.445996870918391,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,3.915980854602739,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,4.630763615948439,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,4.924951950359472,R10PAC_OECD
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,4.919704850662197,R10PAC_OECD
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,7.282402087259557,R10PAC_OECD
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,3.6430778933136403,R10PAC_OECD
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,4.291488285341296,R10PAC_OECD
WITCH 5.0,EN_INDCi2030_500f,0.0,R10PAC_OECD
WITCH 5.0,EN_NPi2020_400f,0.0,R10PAC_OECD
WITCH 5.0,EN_NPi2020_450,0.0,R10PAC_OECD
WITCH 5.0,EN_NPi2020_450f,0.0,R10PAC_OECD
WITCH 5.0,EN_NPi2020_500,0.0,R10PAC_OECD
WITCH 5.0,EN_NPi2020_500f,0.0,R10PAC_OECD
IMAGE 3.2,SSP1_SPA1_19I_D,0.0,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_D_LB,5.078939848516647,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_LI,0.0,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.0,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.0,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_RE,0.0,R10REF_ECON
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,6.5169790101548575,R10REF_ECON
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA2_19I_D,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA2_19I_LI,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.0,R10REF_ECON
IMAGE 3.2,SSP2_SPA2_19I_RE,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3.7711143601142325,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2.3947326695829916,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2.3155794386991513,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,4.575563917269843,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2.259464797988084,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,4.47887959038726,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2.177228515384022,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,3.9010035036492665,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.0,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2.339008398875679,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,4.566627609701467,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,4.466961540552758,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,4.332298989059726,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,4.202805746621494,R10REF_ECON
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2.0272274455922563,R10REF_ECON
